decision,kind,status,url,titleLength,descriptionLength,h1Count,jsonLdCount,imageCount,imagesMissingAlt,issues,canonical,title,description
strengthen_seo,home,200,https://moonn.ru/,45,146,5,0,55,55,images_missing_alt;missing_jsonld;multiple_h1,https://moonn.ru/,Татьяна Мунн — психолог МГУ в Москве и онлайн,"Татьяна Мунн (Кумскова Татьяна Михайловна) — психолог МГУ: консультации в Москве и онлайн, эмоциональный интеллект, отношения, стресс и подростки."
strengthen_seo,other,200,https://moonn.ru/abuse_gaslight,42,121,1,0,11,11,images_missing_alt;missing_jsonld,https://moonn.ru/abuse_gaslight,Абьюз и газлайтинг | психолог Татьяна Мунн,"Абьюз и газлайтинг: материал Татьяны Мунн, психолога МГУ, о практической психологии, эмоциях, отношениях и саморегуляции."
strengthen_seo,other,200,https://moonn.ru/aromatherapy,62,141,1,0,19,19,images_missing_alt;missing_jsonld,https://moonn.ru/aromatherapy,Ароматерапия и эмоциональное состояние | психолог Татьяна Мунн,"Ароматерапия и эмоциональное состояние: материал Татьяны Мунн, психолога МГУ, о практической психологии, эмоциях, отношениях и саморегуляции."
strengthen_seo,article,200,https://moonn.ru/article_diary_of_emotions,29,111,1,0,14,14,images_missing_alt;missing_jsonld,https://moonn.ru/article_diary_of_emotions,Дневник эмоций | Татьяна Мунн,"Дневник эмоций: авторская статья Татьяны Мунн, психолога МГУ, о поведении, эмоциях, отношениях и саморегуляции."
strengthen_seo,article,200,https://moonn.ru/article_femininity,41,123,1,0,8,8,images_missing_alt;missing_jsonld,https://moonn.ru/article_femininity,Женственность в отношениях | Татьяна Мунн,"Женственность в отношениях: авторская статья Татьяны Мунн, психолога МГУ, о поведении, эмоциях, отношениях и саморегуляции."
strengthen_seo,article,200,https://moonn.ru/article_gadget_addiction,49,131,1,0,19,19,images_missing_alt;missing_jsonld,https://moonn.ru/article_gadget_addiction,Зависимость подростков от гаджетов | Татьяна Мунн,"Зависимость подростков от гаджетов: авторская статья Татьяны Мунн, психолога МГУ, о поведении, эмоциях, отношениях и саморегуляции."
strengthen_seo,article,200,https://moonn.ru/article_toxic_job,42,124,1,0,2,2,images_missing_alt;missing_jsonld,https://moonn.ru/article_toxic_job,Негативные эмоции на работе | Татьяна Мунн,"Негативные эмоции на работе: авторская статья Татьяны Мунн, психолога МГУ, о поведении, эмоциях, отношениях и саморегуляции."
strengthen_seo,article,200,https://moonn.ru/articles/eq-dlya-rukovoditeley,51,133,1,0,2,2,images_missing_alt;missing_jsonld,https://moonn.ru/articles/eq-dlya-rukovoditeley,Эмоциональный интеллект руководителя | Татьяна Мунн,"Эмоциональный интеллект руководителя: авторская статья Татьяны Мунн, психолога МГУ, о поведении, эмоциях, отношениях и саморегуляции."
strengthen_seo,other,200,https://moonn.ru/baza-znaniy-emocionalnyy-intellekt-psihologiya,64,156,1,0,5,5,images_missing_alt;missing_jsonld,https://moonn.ru/baza-znaniy-emocionalnyy-intellekt-psihologiya,База знаний по психологии и эмоциональному интеллекту | психолог,"База знаний по психологии и эмоциональному интеллекту: материал Татьяны Мунн, психолога МГУ, о практической психологии, эмоциях, отношениях и саморегуляции."
strengthen_seo,other,200,https://moonn.ru/eintellect,47,126,1,0,5,5,duplicate_description;duplicate_title;images_missing_alt;missing_jsonld,https://moonn.ru/eintellect,Эмоциональный интеллект | психолог Татьяна Мунн,"Эмоциональный интеллект: материал Татьяны Мунн, психолога МГУ, о практической психологии, эмоциях, отношениях и саморегуляции."
